"","Name","Size","Sector","Country","Country Status","Region","Date Added","Title","Publication Year","Type","Report Pdf Address","Report Html Address","Adherence Level","Status","Application Level","Sector Supplements (Final)","GRI Content Index URL","Integrated","Organization type","Listed/Non-listed","OECD","UNGC","CDP","IFC","ISO","External Assurance","Type of Assurance Provider","Assurance Provider","Stakeholder Panel/ Expert Opinion","Assurance Scope","Level of Assurance","Assurance Standard: AA1000 AS","Assurance Stanadard: ISAE3000","Assurance Standard: national (general)","Assurance Standard: national (sustainability)","Materiality Matters Check","GRI Service","Featured Report?","OS","GOLD Community","SDGs"
"450","Qantas","MNE","Aviation","Australia","OECD","Oceania","14-1-2015","2014 Longreach Review",2014,"Citing-GRI","http://www.qantas.com.au/infodetail/about/investors/longreach-review-2014.pdf",NA,NA,NA,NA,NA,NA,"No","Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"451","SAFRAN","Large","Aviation","France","OECD","Europe","24-11-2014","BUSINESS AND CORPORATE SOCIAL RESPONSIBILITY REPORT 2013",2014,"Non - GRI","http://www.safran-group.com/IMG/pdf/Safran_RA2013_EN-3.pdf",NA,NA,NA,NA,NA,NA,"No","Private company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"452","San Diego International Airport","Large","Aviation","United States of America","OECD","Northern America","26-1-2015","Annual Sustainability Report",2014,"GRI - G3","http://sustain.san.org/wp-content/uploads/Report%20PDFs/FY13%20Airport%20Sustainability%20Report.pdf","http://sustain.san.org/","C","Self-declared",NA,"Airport Operators",NA,"No","State-owned company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"453","SAS Group AB (Sweden)","Large","Aviation","Sweden","OECD","Europe","21-8-2014","Sustainability Report November 2012 - October 2013",2014,"GRI - G3","http://www.sasgroup.net/SASGROUP_SUSTAINABILITY/CMSForeignContent/SAS_SR_FY2013.pdf",NA,"A+","Self-declared",NA,"Not Applicable",NA,"No","Private company","Listed","No","Yes","Yes","No","Yes","Yes","Accountant","PricewaterhouseCoopers","No","Specified section(s)","Reasonable/ High","No","No","No","No",NA,NA,NA,NA,NA,NA
"454","Schiphol Group","Large","Aviation","Netherlands","OECD","Europe","12-11-2014","Annual Report 2013",2014,"GRI - G3.1",NA,"http://www.annualreportschiphol.com/","B+","Self-declared",NA,"Airport Operators",NA,"Yes","State-owned company","Non-listed","No","Yes","No","No","No","Yes","Accountant","PricewaterhouseCoopers","No","Specified section(s)","Limited/ Moderate","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA
"455","SEA Milano","Large","Aviation","Italy","OECD","Europe","1-12-2015","Bilancio di Sostenibilità 2013",2014,"GRI - G3.1","http://www.seamilano.eu/sites/sea14.message-asp.com/files/docs/bilancio_di_sostenibilita_2013_0.pdf",NA,"A+","Third-party-checked",NA,"Airport Operators",NA,"No","Private company","Non-listed",NA,NA,NA,NA,NA,"Yes","Accountant","Deloitte","No","Entire sustainability report","Limited/ Moderate","No","No","No","No",NA,NA,NA,NA,NA,NA
"456","Singapore Airlines Limited","Large","Aviation","Singapore","Non-OECD / Non-DAC","Asia","11-11-2014","Sustainability Report FY 2013/14",2014,"Citing-GRI","http://www.singaporeair.com/pdf/Investor-Relations/Annual-Report/sustainabilityreport1314.pdf",NA,NA,NA,NA,NA,NA,"No","Subsidiary","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"457","Sociedad Aeroportuaria de la Costa","SME","Aviation","Colombia","DAC-UMICT","Latin America & the Caribbean","4-5-2017","Informe de Sostenibilidad 2013",2014,"GRI - G3","http://www.sacsa.com.co/downloadableFiles/Rse/Informe%20Sostenibilidad%202013%20-%20baja.pdf",NA,"Undeclared",NA,NA,"Airport Operators",NA,"No","Private company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"458","Southwest Airlines","Large","Aviation","United States of America","OECD","Northern America","4-8-2014","2013 Southwest Airlines One ReportTM",2014,"GRI - G3","http://southwestonereport.com/2013/pdfs/2013SouthwestAirlinesOneReport.pdf","www.southwestonereport.com/2013","B+","Third-party-checked",NA,"Not Applicable","http://southwestonereport.com/2013/pdfs/2013SouthwestAirlinesOneReport.pdf","No","Private company","Listed","No","No","Yes","No","No","Yes","Engineering firm","Other","No","Entire sustainability report","Reasonable/ High","Yes","No","No","No",NA,NA,NA,NA,NA,NA
"459","Swedavia","Large","Aviation","Sweden","OECD","Europe","4-12-2014","Annual Report and Sustainability Report 2013",2014,"GRI - G3","http://www.bequoted.com/investor/company/documents/swedavia_arsredovisning_2013_140331_eng-17745.pdf",NA,"C+","Self-declared",NA,"Airport Operators",NA,"Yes","State-owned company","Non-listed","No","Yes","No","No","No","Yes","Accountant","Ernst & Young","No","Specified section(s)","Not specified","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA
"460","Swissport international Ltd","MNE","Aviation","Switzerland","OECD","Europe","15-1-2015","Sustainability Report 2014",2014,"GRI - G3.1","http://www.swissport.com/fileadmin/downloads/publications/Sustainability_Report_2014.pdf",NA,"B","GRI-checked",NA,"Not Applicable",NA,"No","Private company","Non-listed","No","Yes","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"461","Taikoo (Xiamen) Aircraft Engineering Co (TAECO)","Large","Aviation","Mainland China","DAC-UMICT","Asia","2-3-2015","Environmental, Occupational Health & Safety Report 2013",2014,"Non - GRI","http://www.swire.com/en/sustainability/sd_reports/taeco_2013.pdf",NA,NA,NA,NA,NA,NA,NA,"Private company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"462","Tallinn Airport","Large","Aviation","Estonia","OECD","Europe","30-5-2017","Annual Report 2013",2014,"Non - GRI","http://www.tallinn-airport.ee/wordpress/wp-content/uploads/2015/10/2013_annual_report.pdf","http://www.tallinn-airport.ee/en/about-us/annual-reports/",NA,NA,NA,NA,NA,NA,"State-owned company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"463","TAP Group","MNE","Aviation","Portugal","OECD","Europe","23-9-2015","2013 Sustainability Report",2014,"GRI - G3","http://new.flytap.com/prjdir/flytap/mediaRep/editors/Contentimages/PDFs/Institucional/Relatorios/2014/TAP_Sustainability_Report_2013_EN.pdf","http://www.tapportugal.com/Info/en/about-tap/tap-group/annual-reports","Undeclared",NA,NA,"Not Applicable",NA,"No","Private company","Non-listed","No","Yes","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"464","TAV","Large","Aviation","Turkey","DAC-UMICT","Asia","27-8-2015","TAV HAVALIMANLARI SUSTAINABILITY 2013",2014,"Citing-GRI",NA,"http://www.airportsforfuture.org/tr/index.html",NA,NA,NA,NA,NA,NA,"Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"465","The Emirates Group","MNE","Aviation","United Arab Emirates","Non-OECD / Non-DAC","Asia","25-2-2015","Environmental Report 2013-2014",2014,"Non - GRI",NA,"http://content.emirates.com/downloads/ek/pdfs/environment/Environmental_report_2013-14.pdf?intcid=EN_Environment_Report_2013-2014_185_tcm233-2037836",NA,NA,NA,NA,NA,"No","Subsidiary","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"466","Toronto Pearson - GTAA","Large","Aviation","Canada","OECD","Northern America","12-6-2014","GTAA's 2013 Annual Report",2014,"GRI - G4","http://torontopearson.com/uploadedFiles/GTAA/Content/Publications/GTAA_2013_AnnualReport.pdf",NA,"In accordance - Comprehensive",NA,NA,"Airport Operators","http://torontopearson.com/uploadedFiles/GTAA/Content/Publications/GTAA_2013_Supplement.pdf","Yes","Non-profit organization","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"467","United Aircraft Corporation","Large","Aviation","Russian Federation","Non-OECD / Non-DAC","Europe","4-9-2014","Annual report 2013",2014,"GRI - G4","http://www.uacrussia.ru/common/img/uploaded/disclosure/AR2013_UAC_eng.pdf",NA,"Undeclared",NA,NA,"Not Applicable",NA,"No","State-owned company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"468","United Airlines","Large","Aviation","United States of America","OECD","Northern America","9-3-2015","Corporate Responsibility Report 2013",2014,"GRI - G3",NA,"http://crreport.united.com/","Undeclared",NA,NA,"Not Applicable","http://crreport.united.com/fact-sheets/gri","No","Subsidiary","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"469","Virgin Atlantic","Large","Aviation","United Kingdom of Great Britain and Northern Ireland","OECD","Europe","20-11-2014","Change is in the Air: Sustainability Report 2014",2014,"Non - GRI","http://www.virgin-atlantic.com/content/dam/VAA/Documents/sustainabilitypdf/virgin-atlantic-change-is-in-the-air-sustainability-report-2014.pdf","http://www.virgin-atlantic.com/us/en/footer/about-us/sustainability.html",NA,NA,NA,NA,NA,"No","Private company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"470","Virgin Australia","Large","Aviation","Australia","OECD","Oceania","27-11-2014","Annual Financial Report 2014",2014,"GRI - G3.1","http://www.virginaustralia.com/cs/groups/internetcontent/@wc/documents/webcontent/~edisp/annual-financial-report-2014.pdf",NA,"Undeclared",NA,NA,"Not Used",NA,"No","Subsidiary","Listed","No","No","No","No","No","Yes","Accountant","KPMG","No","Specified section(s)","Limited/ Moderate","No","Yes","No","No",NA,NA,NA,NA,NA,NA
"471","Westjet","Large","Aviation","Canada","OECD","Northern America","12-10-2015","Corporate social responsibility report 2014",2014,"GRI - G3.1","http://www.westjet.com/pdf/2014-responsible-growth-en.pdf",NA,"B+","Third-party-checked",NA,"Not Applicable",NA,"No","Private company","Listed","No","No","No","No","No","Yes","Accountant","Deloitte","No","Specified section(s)","Not specified","No","Yes","No","No",NA,NA,NA,NA,NA,NA
"472","Xiamen Airlines","Large","Aviation","Mainland China","DAC-UMICT","Asia","10-3-2015","2013 CSR Report",2014,"Citing-GRI",NA,"http://www.xiamenair.com/cn/en/aboutus/csr.shtml",NA,NA,NA,NA,NA,NA,"Private company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"473","Zodiac Aerospace","MNE","Aviation","France","OECD","Europe","28-11-2014","Annual Report 2012-2013",2014,"Non - GRI","http://www.zodiacaerospace.com/sites/default/files/content-files/push-publication/zodiacaerospace_financialreport2013_eng.pdf",NA,NA,NA,NA,NA,NA,"No","Private company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"474","AENA","Large","Aviation","Spain","OECD","Europe","21-1-2016","Informe de Responsabilidad Corporativa 2014",2015,"GRI - G4","http://www.aena.es/csee/ccurl/793/999/Informe%20de%20Responsabilidad_2014.pdf","http://www.aena.es/prueba_AENA_negro_rsc/index.html#","In accordance - Core",NA,NA,"Airport Operators",NA,"No","Private company","Non-listed","No","No","No","No","No","Yes","Small consultancy/ boutique firm","AENOR","No","Entire sustainability report","Reasonable/ High","No","No","No","Yes",NA,"Materiality Disclosures Service","No","No",NA,NA
"475","Aeroporto di Bologna","Large","Aviation","Italy","OECD","Europe","24-11-2015","Bilancio di Sostenibilità 2014",2015,"Citing-GRI","http://www.bologna-airport.it/System/files/Bilanci%20aziendali/bilancio_sostenibilita_2014.pdf",NA,NA,NA,NA,NA,NA,"No","State-owned company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"476","Aeroports de Paris (ADP)","Large","Aviation","France","OECD","Europe","28-9-2015","CORPORATE SOCIAL RESPONSIBILITY REPORT 2014",2015,"Citing-GRI","http://www.aeroportsdeparis.fr/docs/default-source/groupe-fichiers/rse/csr-report-2014.pdf",NA,NA,NA,NA,NA,NA,"Yes","Private company","Listed","No","No","No","No","Yes","No",NA,NA,"Yes",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"477","Aeropuertos de Honduras","Large","Aviation","Honduras","DAC-LMICT","Latin America & the Caribbean","24-11-2015","Memoria de Sostenibilidad 2014-2015 Aeropuertos de Honduras",2015,"GRI - G4","http://www.interairports.hn/memoria14-15/MemoriaAeropuertosHonduras2014-2015.pdf",NA,"In accordance - Core",NA,NA,"Airport Operators",NA,"Yes","Private company","Listed","No","No","No","No","Yes","Yes","Small consultancy/ boutique firm","Other","Yes","Entire sustainability report","Reasonable/ High","No","No","No","No",NA,NA,"No","No",NA,NA
"478","Air Canada","Large","Aviation","Canada","OECD","Northern America","4-11-2015","Corporate Sustaianbility Report 2014",2015,"GRI - G4","http://www.aircanada.com/en/about/documents/csr_2014_report_en.pdf",NA,"In accordance - Core",NA,NA,"Not Applicable","http://www.aircanada.com/en/about/gri_app_2014.html","No","Private company","Listed","No","No","No","No","No","Yes","Accountant","PricewaterhouseCoopers","No","Specified section(s)","Not specified","No","No","No","No",NA,NA,"No","No",NA,NA
"479","Air China","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","12-10-2015","2014 Corporate Social Responsibility Report",2015,"GRI - G4","http://www.airchina.com.cn/en/images/en/investor_relations/csr/2015/08/27/B2B27B4F4034CA5FF7C6899C32FC1240.pdf","http://www.airchina.com.cn/en/images/en/investor_relations/csr/2015/08/27/B2B27B4F4034CA5FF7C6899C32FC1240.pdf","In accordance - Core",NA,NA,"Not Applicable",NA,"No","State-owned company","Listed","No","No","No","No","Yes","Yes","Engineering firm","Bureau Veritas","No","Entire sustainability report","Not specified","Yes","Yes","No","No",NA,"Materiality Disclosures Service","No","No",NA,NA
"480","Air France-KLM","Large","Aviation","France","OECD","Europe","25-9-2015","CORPORATE SOCIAL RESPONSIBILITY 2014",2015,"GRI - G4","http://asp.zone-secure.net/v2/2272/2921/56473/Air-France-%E2%80%93-KLM-CSR-Report-2014-.pdf","http://asp.zone-secure.net/v2/index.jsp?id=2272/2921/56473&lng=en","In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Listed","Yes","Yes","Yes","No","Yes","Yes","Accountant","KPMG","Yes","Specified section(s)","Limited/ Moderate","Yes","Yes","Yes","Yes",NA,NA,"No","No",NA,NA
"481","Air New Zealand","Large","Aviation","New Zealand","OECD","Oceania","23-10-2017","Sustainability Report 2015",2015,"Non - GRI","https://p-airnz.com/cms/assets/NZ/PDFs/sustainability-report-2015.pdf",NA,NA,NA,NA,NA,NA,NA,"State-owned company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"482","Airbus","Large","Aviation","France","OECD","Europe","18-8-2015","CORPORATE RESPONSIBILITY & SUSTAINABILITY REPORT",2015,"GRI - G4","https://www.unglobalcompact.org/system/attachments/cop_2015/163501/original/2015_COP_AIRBUSGROUP.pdf","https://www.unglobalcompact.org/system/attachments/cop_2015/163501/original/2015_COP_AIRBUSGROUP.pdf?1432897462","In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Listed","No","Yes","No","No","No","Yes","Accountant","Ernst & Young","No","Specified section(s)","Limited/ Moderate","No","Yes","No","No",NA,NA,"No","No",NA,NA
"483","Airport Authority Hong Kong","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","7-11-2016","Sustainability Report 2014/15",2015,"GRI - G4","http://www.hongkongairport.com/eng/pdf/media/publication/sustainability/14_15/flipping/files/assets/common/downloads/publication.pdf","http://www.hongkongairport.com/eng/business/about-the-airport/publication/sustainability-report/SD-reports-2014_15.html","In accordance - Core",NA,NA,"Airport Operators","http://www.hongkongairport.com/eng/pdf/media/publication/sustainability/14_15/E_21_GRI_Content_Index.pdf","No","Public institution","Non-listed","No","No","No","No","No","Yes","Small consultancy/ boutique firm","Other","No","Entire sustainability report","Reasonable/ High","No","Yes","No","No",NA,"Materiality Disclosures Service","No","No",NA,NA
"484","Airports of Thailand (AOT)","Large","Aviation","Thailand","DAC-UMICT","Asia","20-10-2015","Sustainability Report 2014",2015,"GRI - G4","http://www.airportthai.co.th/uploads/files/CSR_Report_of_2014.pdf",NA,"Undeclared",NA,NA,"Not Used",NA,"No","Private company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"485","Alaska Air Group","Large","Aviation","United States of America","OECD","Northern America","11-6-2015","Alaska Air Group 2014 Sustainability Report",2015,"GRI - G4",NA,"http://www.alaskaair.com/content/about-us/sustainability-report.aspx","In accordance - Core",NA,NA,"Not Applicable","http://www.alaskaair.com/content/about-us/sustainability-report/appendix/gri-index.aspx","No","Private company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"486","All Nippon Airways Company Limited","Large","Aviation","Japan","OECD","Asia","22-3-2016","Annual Report 2015",2015,"Non - GRI","http://www.anahd.co.jp/investors/data/annual/pdf/15/15_00.pdf",NA,NA,NA,NA,NA,NA,"No","Private company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"487","American Airlines","Large","Aviation","United States of America","OECD","Northern America","10-2-2016","Corporate Responsibility Report 2014",2015,"GRI - G4",NA,"https://www.aa.com/i18n/aboutUs/corporateResponsibility/main.jsp","Undeclared",NA,NA,"Not Applicable","https://www.aa.com/content/images/corporateResponsibility/AAL-2014-GRI-Table.pdf","No","Private company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"488","Aserca Airlines","Large","Aviation","Venezuela","DAC-UMICT","Latin America & the Caribbean","30-12-2015","Reporte de Sostenibilidad, año 2014",2015,"GRI - G3.1",NA,NA,"B","Self-declared",NA,"Not Applicable",NA,"No","Private company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,"Application Level Service","No","No",NA,NA
"489","Asiana Airlines","Large","Aviation","Korea, Republic of","OECD","Asia","4-11-2015","2015 Sustainability Report",2015,"GRI - G3.1","http://us.flyasiana.com/C/pdf/Sustainability_2015_kor.pdf",NA,"Undeclared",NA,NA,"Not Applicable",NA,"No","Private company","Listed","No","No","No","No","Yes","Yes","Small consultancy/ boutique firm","Other","No","Specified section(s)","Not specified","Yes","No","No","No",NA,NA,"No","No",NA,NA
"490","ASUR","MNE","Aviation","Mexico","DAC-UMICT","Latin America & the Caribbean","21-10-2015","Informe Anual de Sostenibilidad 2014",2015,"GRI - G4","http://www.asur.com.mx/assets/files/es/inversionistas/informacion-financiera/sostenibilidad/asur_informe_anual_sostenibilidad_2014.pdf",NA,"Undeclared",NA,NA,"Airport Operators",NA,"No","Private company","Listed","No","Yes","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"491","Athens International Airport S.A.","Large","Aviation","Greece","OECD","Europe","1-4-2016","Corporate Responsibility Report 2014",2015,"GRI - G4",NA,"http://www.aia.gr/ebooks/CSR/2014/EN/index.html#p=1","In accordance - Core",NA,NA,"Airport Operators",NA,"No","Private company","Non-listed","No","Yes","No","No","Yes","Yes","Accountant","Ernst & Young","No","Specified section(s)","Limited/ Moderate","Yes","Yes","No","No",NA,NA,"No","No",NA,NA
"492","Auckland International Airport Limited","Large","Aviation","New Zealand","OECD","Oceania","30-6-2015","2015 Sustainability Report",2015,"Citing-GRI",NA,"http://www.aucklandairport.co.nz/Corporate/Social-Responsibility.aspx",NA,NA,NA,NA,NA,NA,"Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"493","Austin-Bergstrom International Airport (ABIA)","Large","Aviation","United States of America","OECD","Northern America","10-2-2016","Sustainability Report 2015",2015,"Non - GRI",NA,"http://issuu.com/austin-bergstrom-international/docs/abia-sust-rpt-2015-final-online",NA,NA,NA,NA,NA,NA,"State-owned company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"494","Austrian Airlines","Large","Aviation","Austria","OECD","Europe","6-7-2017","Umweltbericht 2014",2015,"Non - GRI","https://www.austrianairlines.ag/~/media/3DCE9ADAFC234B2D80AE4D6EC10F42F8.pdf","https://www.austrianairlines.ag/AustrianAirlinesGroup/Environment%20New.aspx?sc_lang=de",NA,NA,NA,NA,NA,"No","Subsidiary","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"495","Avianca Holdings S.A.","Large","Aviation","Colombia","DAC-UMICT","Latin America & the Caribbean","5-4-2016","Informe de Responsabilidad Social & Sostenibilidad 2014",2015,"GRI - G4","http://www.aviancaholdings.com/images/informes_sostenibilidad/Informe_AVIANCA_2014_final_V3.pdf",NA,"In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Listed","Yes","Yes","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,"Materiality Disclosures Service","No","No",NA,NA
"496","Aviation Industry Corporation of China (AVIC)","Large","Aviation","Mainland China","DAC-UMICT","Asia","29-3-2016","Social Responsibility Report 2014",2015,"GRI - G4","http://www.avic.com/en/images/shzrbg2014.pdf",NA,"Undeclared",NA,NA,"Not Applicable",NA,"No","State-owned company","Non-listed","No","No","No","No","Yes","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"497","AVINOR","Large","Aviation","Norway","OECD","Europe","8-6-2015","CSR REPORT 2014",2015,"GRI - G4","https://avinor.no/globalassets/_konsern/om-oss/rapporter/en/avinors-csr--report-2014.pdf","https://avinor.no/en/corporate/about-us/reports/#!reports-6084","In accordance - Core",NA,NA,"Not Used","https://avinor.no/globalassets/_konsern/om-oss/rapporter/en/avinors-csr-2014-gri-index.pdf","No","State-owned company","Listed","Yes","Yes","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"498","BAA Gatwick","Large","Aviation","United Kingdom of Great Britain and Northern Ireland","OECD","Europe","8-3-2016","Decade of Change Report 2014",2015,"Non - GRI","http://gatwickairport.com/globalassets/publicationfiles/business_and_community/all_public_publications/corporate_responsibility/2014_decade_of_change_report.pdf",NA,NA,NA,NA,NA,NA,NA,"Private company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"499","BAA Stansted","Large","Aviation","United Kingdom of Great Britain and Northern Ireland","OECD","Europe","8-3-2016","Corporate Responsibility Report 2014/15",2015,"Non - GRI","http://mag-umbraco-media-live.s3.amazonaws.com/1008/final-stansted-csr-report-2014-15.pdf",NA,NA,NA,NA,NA,NA,NA,"Subsidiary","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"500","Boeing","MNE","Aviation","United States of America","OECD","Northern America","1-9-2015","2015 Environment Report",2015,"Non - GRI","http://www.boeing.com/resources/boeingdotcom/principles/environment/pdf/2015_environment_report.pdf",NA,NA,NA,NA,NA,NA,"No","Private company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"501","British Airways","Large","Aviation","United Kingdom of Great Britain and Northern Ireland","OECD","Europe","8-3-2016","Environmental Performance 2015",2015,"Citing-GRI","http://responsibleflying.ba.com/wp-content/uploads/BA-Environmental-Performance-2015.pdf",NA,NA,NA,NA,NA,NA,NA,"Subsidiary","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"502","Brussels Airport","Large","Aviation","Belgium","OECD","Europe","25-1-2017","Environmental Report 2015",2015,"Non - GRI",NA,"http://www.brusselsairport.be/nl/cf/res/pdf/env/nl/envrep15",NA,NA,NA,NA,NA,NA,"Private company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"503","CAE","Large","Aviation","Canada","OECD","Northern America","3-9-2015","Corporate Social Responsibility Report Fiscal year 2015",2015,"GRI - G4","http://www.cae.com/uploadedFiles/Content/BusinessUnit/Corporate/About_CAE/Media_Centre/Documents/2015/FY2015-CSR-Report-EN.pdf",NA,"In accordance - Core",NA,NA,"Construction & Real Estate",NA,"No","Private company","Listed","No","No","Yes","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"504","Cargolux Airlines International","Large","Aviation","Luxembourg","OECD","Europe","1-6-2015","Sustainability report 2014",2015,"GRI - G4","http://www.cargolux.com//ftp/press/Annual%20Reports/pdfs/AR2014.pdf","http://www.cargolux.com/sitestat/DwdCnt.php?pf=/ftp/press/Annual+Reports/pdfs/&df=AR2014.pdf&tf=AR","In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Non-listed","No","Yes","No","No","Yes","Yes","Accountant","Ernst & Young","No","Not specified","Limited/ Moderate","No","Yes","Yes","No",NA,NA,"No","No",NA,NA
"505","Cathay Pacific Airways","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","7-10-2015","CX Group Sustainable Development Report 2014 - Sustaining a Life Well Travelled",2015,"GRI - G4","http://downloads.cathaypacific.com/cx/aboutus/sd/2014/wp-content/themes/cathay/assets/pdf/factsheet/CX_SDR2014_Factsheet.pdf","www.cathaypacific.com/sdreport","In accordance - Core",NA,NA,"Not Applicable","http://downloads.cathaypacific.com/cx/aboutus/sd/2014/wp-content/themes/cathay/assets/pdf/CX_SDR2014_GRI.pdf","No","Private company","Listed","No","No","Yes","No","Yes","Yes","Accountant","PricewaterhouseCoopers","No","Specified section(s)","Limited/ Moderate","No","No","No","Yes",NA,"Materiality Disclosures Service","No","No",NA,NA
"506","China Aerospace Science and Technology Corporation","Large","Aviation","Mainland China","DAC-UMICT","Asia","21-7-2016","Social Responsibility Report 2014",2015,"GRI - G3",NA,NA,"Undeclared",NA,NA,"Not Used",NA,"No","State-owned company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
"507","China Airlines (CAL)","MNE","Aviation","Taiwan","Non-OECD / Non-DAC","Asia","13-4-2016","2014 China Airlines Corporate Sustainability Report",2015,"GRI - G4","http://www.china-airlines.com/ch/csr/en/download/2014/2014-index.pdf","http://www.china-airlines.com/ch/csr/report.html","In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Listed","No","No","No","No","No","Yes","Engineering firm","SGS","No","Entire sustainability report","Reasonable/ High","Yes","No","No","No",NA,NA,"No","No",NA,NA
"508","China Eastern Airlines","Large","Aviation","Mainland China","DAC-UMICT","Asia","31-7-2015","China Eastern Airlines Corporate Social Responsibility Report 2014",2015,"GRI - G3.1","http://www.sustainabilityreport.cn/Uploads/Reports/%7BBA99A800-9326-4149-90D4-1D0F8602CD38%7D_183.pdf",NA,"Undeclared",NA,NA,"Not Applicable",NA,"No","State-owned company","Listed","No","Yes","No","No","Yes","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No","No",NA,NA
